orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
412,2024-08-13,2024-08-25,Pending,179,4897.9,Bank Transfer
413,2023-12-30,2024-01-07,Pending,500,3884.98,Debit Card
414,2023-03-22,2023-03-31,Pending,294,2345.57,PayPal
415,2023-06-21,2023-07-04,Delivered,432,3174.8,Debit Card
416,2023-03-15,2023-03-19,Processing,352,1179.68,Bank Transfer
417,2024-10-30,2024-11-06,Delivered,620,3240.99,Bank Transfer
418,2024-03-31,2024-04-08,Pending,534,4829.35,Debit Card
419,2023-06-21,2023-06-26,Shipped,129,3652.47,Bank Transfer
420,2024-12-18,2025-01-01,Shipped,216,876.21,Credit Card
421,2023-04-08,2023-04-12,Cancelled,562,316.44,Debit Card
422,2024-06-20,2024-06-24,Shipped,269,3109.61,Credit Card
423,2024-11-01,2024-11-10,Delivered,235,1274.61,Bank Transfer
424,2024-03-29,2024-04-11,Processing,135,2657.37,PayPal
425,2023-01-30,2023-02-02,Delivered,882,4580.6,Debit Card
426,2024-04-23,2024-05-04,Delivered,562,2251.98,PayPal
427,2024-08-28,2024-09-09,Cancelled,647,3757.11,Debit Card
428,2024-06-20,2024-07-03,Pending,318,4549.17,Debit Card
429,2024-07-06,2024-07-12,Shipped,453,1573.95,Debit Card
430,2023-09-24,2023-09-29,Delivered,11,50.46,PayPal
431,2023-12-19,2023-12-26,Cancelled,548,91.17,Debit Card
432,2024-05-03,2024-05-10,Shipped,785,2180.65,Bank Transfer
433,2024-09-03,2024-09-09,Shipped,562,1899.54,Debit Card
434,2024-07-28,2024-08-06,Cancelled,256,858.18,Debit Card
435,2024-01-23,2024-01-29,Delivered,82,2140.08,PayPal
436,2024-06-13,2024-06-25,Delivered,292,3259.86,Bank Transfer
437,2024-02-27,2024-03-04,Shipped,187,726.29,Credit Card
438,2024-10-14,2024-10-24,Pending,464,1397.06,Debit Card
439,2023-07-12,2023-07-20,Shipped,156,295.68,Credit Card
440,2023-07-10,2023-07-14,Delivered,276,668.94,Debit Card
441,2023-01-09,2023-01-15,Shipped,155,122.89,PayPal
442,2023-12-17,2023-12-26,Delivered,805,4007.34,Bank Transfer
443,2024-04-19,2024-05-03,Shipped,339,447.1,PayPal
444,2023-02-27,2023-03-06,Cancelled,74,2738.8,PayPal
445,2023-07-16,2023-07-23,Cancelled,849,112.45,PayPal
446,2024-01-30,2024-02-09,Processing,756,4972.95,PayPal
447,2024-04-16,2024-04-30,Shipped,534,3346.74,PayPal
448,2024-04-29,2024-05-08,Delivered,959,1649.16,Credit Card
449,2024-07-16,2024-07-27,Shipped,260,2432.09,Bank Transfer
450,2023-07-23,2023-07-31,Shipped,885,3350.14,Credit Card
451,2023-08-30,2023-09-12,Cancelled,333,124.59,Bank Transfer
452,2024-08-21,2024-08-25,Cancelled,809,1253.29,Credit Card
453,2024-08-18,2024-09-01,Cancelled,705,3001.25,Bank Transfer
454,2023-04-02,2023-04-08,Processing,512,502.44,Bank Transfer
455,2024-10-02,2024-10-05,Shipped,365,3240.65,Credit Card
456,2023-05-09,2023-05-19,Processing,325,4909.29,Bank Transfer
457,2024-03-25,2024-04-08,Processing,22,3461.79,Bank Transfer
458,2023-05-18,2023-05-25,Shipped,497,3547.8,Bank Transfer
459,2024-07-09,2024-07-23,Cancelled,195,2855.17,Bank Transfer
460,2023-11-28,2023-12-12,Cancelled,282,4344.93,PayPal
461,2023-03-12,2023-03-23,Processing,461,1513.58,Bank Transfer
462,2024-07-08,2024-07-16,Cancelled,1,3890.79,Debit Card
463,2023-07-09,2023-07-12,Pending,878,1852.17,PayPal
464,2023-11-25,2023-12-09,Shipped,675,4837.46,Debit Card
465,2023-07-14,2023-07-25,Cancelled,785,2779.77,Bank Transfer
466,2023-11-27,2023-12-06,Delivered,114,526.47,Credit Card
467,2023-02-14,2023-02-19,Processing,895,204.81,Credit Card
468,2024-05-12,2024-05-18,Shipped,33,2876.51,Debit Card
469,2024-11-04,2024-11-14,Pending,639,3521.5,Bank Transfer
470,2023-02-20,2023-02-28,Processing,621,3603.33,Credit Card
471,2023-08-02,2023-08-15,Cancelled,951,4454.35,Credit Card
472,2024-04-24,2024-05-07,Shipped,370,2812.2,Debit Card
473,2024-01-13,2024-01-27,Shipped,844,3103.82,Credit Card
474,2023-03-14,2023-03-21,Shipped,968,1118.71,Credit Card
475,2023-04-14,2023-04-28,Processing,545,1957.39,PayPal
476,2024-06-22,2024-07-05,Processing,584,3145.36,PayPal
477,2024-07-25,2024-08-08,Pending,426,3743.24,Bank Transfer
478,2024-11-21,2024-12-01,Cancelled,905,565.31,PayPal
479,2024-07-17,2024-07-26,Pending,346,3304.78,Debit Card
480,2023-12-27,2024-01-04,Pending,333,4232.03,Debit Card
481,2024-10-10,2024-10-19,Delivered,624,1241.58,PayPal
482,2024-01-20,2024-01-31,Delivered,369,4810.18,Debit Card
483,2024-02-11,2024-02-14,Shipped,292,2999.03,PayPal
484,2023-11-06,2023-11-09,Delivered,228,1113.37,Bank Transfer
485,2023-01-23,2023-02-06,Delivered,942,2790.63,PayPal
486,2023-04-07,2023-04-10,Cancelled,365,822.73,Bank Transfer
487,2024-01-11,2024-01-23,Processing,239,1318.41,Bank Transfer
488,2023-04-05,2023-04-17,Cancelled,583,4593.51,Credit Card
489,2023-11-29,2023-12-09,Processing,500,4137.24,Credit Card
490,2024-09-01,2024-09-14,Delivered,39,3667.41,Debit Card
491,2023-03-22,2023-03-25,Delivered,357,4404.97,Debit Card
492,2024-03-02,2024-03-06,Processing,766,3281.26,Credit Card
493,2024-10-11,2024-10-24,Cancelled,56,1558.68,Credit Card
494,2023-11-23,2023-12-04,Pending,154,1667.82,PayPal
495,2023-06-06,2023-06-09,Cancelled,995,2255.8,Credit Card
496,2023-08-16,2023-08-25,Delivered,806,2001.9,PayPal
497,2023-12-11,2023-12-15,Cancelled,586,3739.31,Debit Card
498,2023-09-26,2023-09-30,Cancelled,514,2200.73,PayPal
499,2023-05-19,2023-05-29,Pending,203,2464.91,PayPal
500,2024-07-28,2024-08-09,Pending,253,1249.46,Bank Transfer
501,2024-03-16,2024-03-24,Pending,92,607.02,Debit Card
502,2024-03-09,2024-03-17,Delivered,196,1637.65,Credit Card
503,2023-11-09,2023-11-14,Delivered,632,4116.84,Debit Card
504,2024-09-30,2024-10-05,Cancelled,46,4624.86,PayPal
505,2023-07-24,2023-08-06,Delivered,160,3800.78,Credit Card
506,2023-04-26,2023-05-10,Shipped,249,4747.26,PayPal
507,2023-10-22,2023-10-25,Delivered,711,4031.19,Bank Transfer
508,2024-04-05,2024-04-15,Shipped,340,1084.6,PayPal
509,2023-07-28,2023-08-08,Pending,769,1330.36,Debit Card
510,2024-09-29,2024-10-13,Processing,712,3508.84,Credit Card
511,2024-01-21,2024-02-02,Pending,45,1314.51,Credit Card
512,2023-10-18,2023-10-24,Pending,278,312.77,Credit Card
513,2023-03-10,2023-03-19,Delivered,679,4267.81,Bank Transfer
514,2023-04-21,2023-04-24,Delivered,889,4422.84,Debit Card
515,2023-08-25,2023-09-03,Pending,727,543.04,Bank Transfer
516,2024-05-11,2024-05-23,Pending,91,972.77,Debit Card
517,2024-07-28,2024-08-11,Shipped,41,1274.59,Bank Transfer
518,2023-12-08,2023-12-18,Cancelled,763,827.18,Bank Transfer
519,2024-12-01,2024-12-09,Delivered,641,1546.51,Bank Transfer
520,2023-03-05,2023-03-18,Delivered,900,1966.49,Credit Card
521,2024-07-22,2024-07-29,Processing,156,1741.84,Debit Card
522,2024-11-03,2024-11-08,Shipped,748,1941.93,PayPal
523,2024-03-03,2024-03-09,Pending,157,2161.0,Bank Transfer
524,2024-09-11,2024-09-19,Cancelled,556,702.27,PayPal
525,2024-08-17,2024-08-28,Processing,884,733.64,PayPal
526,2024-03-16,2024-03-21,Pending,940,832.34,Credit Card
527,2024-07-24,2024-08-04,Shipped,189,1622.11,PayPal
528,2023-01-31,2023-02-08,Cancelled,985,2085.7,Debit Card
529,2024-10-14,2024-10-28,Delivered,156,3906.58,Credit Card
530,2023-05-15,2023-05-20,Shipped,781,4930.48,Bank Transfer
531,2024-09-12,2024-09-24,Pending,237,3001.99,PayPal
532,2024-12-04,2024-12-07,Delivered,82,3456.3,Debit Card
533,2023-05-18,2023-05-29,Pending,481,3574.49,Bank Transfer
534,2023-07-08,2023-07-17,Cancelled,486,730.69,PayPal
535,2023-08-20,2023-08-23,Cancelled,783,4845.63,Bank Transfer
536,2024-02-27,2024-03-04,Processing,776,1062.58,PayPal
537,2024-03-25,2024-04-06,Cancelled,705,1658.23,Debit Card
538,2023-09-10,2023-09-19,Cancelled,795,257.04,Debit Card
539,2023-11-17,2023-11-26,Pending,962,3725.22,Credit Card
540,2024-06-17,2024-06-21,Cancelled,468,4143.7,Credit Card
541,2023-09-09,2023-09-20,Pending,406,4919.96,Credit Card
542,2024-07-25,2024-08-03,Pending,784,3171.71,Credit Card
543,2023-07-14,2023-07-21,Cancelled,408,4427.77,Bank Transfer
544,2024-04-17,2024-04-22,Cancelled,302,3085.01,Credit Card
545,2024-12-07,2024-12-18,Processing,475,4157.97,Debit Card
546,2023-04-03,2023-04-17,Pending,116,939.87,PayPal
547,2024-02-07,2024-02-16,Delivered,462,173.31,Debit Card
548,2024-08-27,2024-09-10,Processing,904,2300.68,Bank Transfer
549,2023-11-28,2023-12-12,Processing,736,3679.65,Credit Card
550,2023-04-27,2023-05-11,Cancelled,650,1846.57,Debit Card
551,2024-06-07,2024-06-19,Processing,388,2774.21,Credit Card
552,2023-06-24,2023-07-02,Pending,893,3314.68,PayPal
553,2023-06-16,2023-06-21,Processing,788,3574.64,Debit Card
554,2023-11-12,2023-11-19,Cancelled,296,3150.94,Credit Card
555,2023-05-15,2023-05-21,Shipped,638,3838.71,Credit Card
556,2024-04-14,2024-04-24,Cancelled,557,4046.9,Debit Card
557,2023-09-01,2023-09-07,Pending,676,2404.77,Debit Card
558,2024-03-28,2024-04-01,Pending,615,82.54,Bank Transfer
559,2024-09-26,2024-10-09,Pending,840,4135.0,Credit Card
560,2023-07-09,2023-07-14,Shipped,669,1777.65,PayPal
561,2023-02-03,2023-02-16,Pending,859,3036.26,Bank Transfer
562,2023-03-31,2023-04-03,Shipped,427,4968.99,PayPal
563,2024-11-19,2024-11-26,Pending,677,3472.99,PayPal
564,2024-04-11,2024-04-25,Pending,369,4660.83,Credit Card
565,2023-11-03,2023-11-11,Delivered,920,1925.75,Credit Card
566,2024-03-13,2024-03-24,Shipped,300,2380.54,Credit Card
567,2024-12-12,2024-12-19,Delivered,540,2098.1,PayPal
568,2024-12-13,2024-12-19,Pending,60,591.05,Credit Card
569,2024-05-10,2024-05-24,Pending,957,3951.51,Bank Transfer
570,2024-03-13,2024-03-25,Delivered,266,2650.69,Bank Transfer
571,2023-05-13,2023-05-25,Pending,509,2622.54,Debit Card
572,2024-05-19,2024-05-24,Pending,239,3557.51,PayPal
573,2023-01-02,2023-01-06,Shipped,477,3146.03,Credit Card
574,2023-08-01,2023-08-13,Cancelled,424,275.19,Bank Transfer
575,2024-07-27,2024-08-09,Processing,12,3221.06,Bank Transfer
576,2023-09-18,2023-09-22,Delivered,308,2558.11,Bank Transfer
577,2023-01-07,2023-01-11,Delivered,350,2010.44,Credit Card
578,2023-06-29,2023-07-05,Delivered,854,1722.79,Debit Card
579,2024-04-30,2024-05-03,Processing,494,819.16,Debit Card
580,2024-07-03,2024-07-11,Cancelled,803,4080.12,Credit Card
581,2024-06-17,2024-06-24,Pending,743,3407.08,Credit Card
582,2023-08-02,2023-08-14,Delivered,819,4585.12,Bank Transfer
583,2023-03-09,2023-03-14,Delivered,861,204.31,Debit Card
584,2024-10-03,2024-10-14,Processing,585,3048.16,PayPal
585,2024-09-01,2024-09-05,Delivered,723,4296.21,Credit Card
586,2023-10-06,2023-10-15,Shipped,509,4391.39,Bank Transfer
587,2024-04-07,2024-04-14,Processing,538,1546.48,Credit Card
588,2024-01-19,2024-01-22,Processing,936,508.39,Credit Card
589,2024-05-09,2024-05-20,Processing,195,1733.57,Debit Card
590,2024-06-20,2024-06-27,Delivered,147,3858.93,Credit Card
591,2024-06-12,2024-06-25,Processing,211,3636.62,Debit Card
592,2024-02-01,2024-02-15,Pending,119,70.34,Credit Card
593,2024-12-04,2024-12-16,Shipped,342,2361.04,Credit Card
594,2023-04-16,2023-04-27,Delivered,24,2908.92,Bank Transfer
595,2024-10-16,2024-10-22,Delivered,206,1003.1,Bank Transfer
596,2024-06-29,2024-07-07,Cancelled,688,632.37,PayPal
597,2023-06-11,2023-06-18,Shipped,16,4793.58,Credit Card
598,2023-07-31,2023-08-11,Delivered,563,1626.5,PayPal
599,2024-12-22,2024-12-29,Pending,251,897.81,Bank Transfer
600,2024-09-19,2024-09-27,Pending,455,301.09,Credit Card
601,2024-04-27,2024-05-10,Shipped,109,1948.82,Credit Card
602,2024-03-12,2024-03-21,Processing,722,3000.8,Debit Card
603,2024-09-23,2024-10-01,Delivered,341,4096.34,Credit Card
604,2024-04-21,2024-05-03,Processing,96,4073.61,Debit Card
605,2023-04-10,2023-04-20,Delivered,701,3239.87,Debit Card
606,2024-04-26,2024-05-02,Processing,148,4312.43,Bank Transfer
607,2024-01-08,2024-01-17,Processing,717,4590.46,Bank Transfer
608,2023-11-29,2023-12-09,Cancelled,31,373.56,Credit Card
609,2023-12-26,2024-01-05,Cancelled,867,895.47,Bank Transfer
610,2024-09-10,2024-09-22,Processing,521,559.51,Credit Card
611,2023-11-30,2023-12-11,Shipped,812,1545.48,Debit Card
612,2024-02-15,2024-02-27,Cancelled,245,3123.33,PayPal
613,2024-05-08,2024-05-17,Shipped,349,1080.78,Debit Card
614,2024-03-21,2024-04-02,Delivered,558,3485.96,PayPal
615,2024-11-09,2024-11-22,Shipped,758,4657.77,Debit Card
616,2023-04-28,2023-05-10,Pending,475,1660.62,Credit Card
617,2024-03-31,2024-04-05,Delivered,979,2058.68,Credit Card
618,2024-12-02,2024-12-14,Cancelled,336,2496.76,Credit Card
619,2023-04-03,2023-04-09,Processing,909,2924.8,Credit Card
620,2023-05-31,2023-06-13,Processing,464,2679.72,Debit Card
621,2024-09-22,2024-10-04,Cancelled,201,1068.03,Bank Transfer
622,2023-11-03,2023-11-15,Delivered,941,4719.5,Debit Card
623,2023-12-19,2023-12-23,Pending,9,3076.88,Debit Card
624,2023-05-11,2023-05-18,Shipped,379,4510.32,Credit Card
625,2023-01-01,2023-01-15,Pending,841,4894.55,Credit Card
626,2023-10-16,2023-10-19,Processing,443,3526.0,Debit Card
627,2024-10-02,2024-10-10,Cancelled,416,1938.75,PayPal
628,2024-11-09,2024-11-14,Cancelled,143,981.72,Debit Card
629,2024-01-04,2024-01-13,Processing,296,4987.41,PayPal
630,2023-05-18,2023-05-21,Shipped,664,127.75,Debit Card
631,2024-11-04,2024-11-13,Processing,87,729.24,Debit Card
632,2024-04-11,2024-04-25,Pending,953,2157.24,PayPal
633,2024-04-10,2024-04-21,Cancelled,566,4109.35,Debit Card
634,2023-12-30,2024-01-05,Processing,435,3042.64,Debit Card
635,2023-08-31,2023-09-14,Pending,276,2083.65,Bank Transfer
636,2023-02-04,2023-02-07,Pending,495,3539.17,Credit Card
637,2024-08-17,2024-08-27,Shipped,146,3664.42,Bank Transfer
638,2024-04-21,2024-05-02,Shipped,536,4455.08,Credit Card
639,2023-09-09,2023-09-19,Shipped,701,3186.75,Bank Transfer
640,2024-09-19,2024-09-22,Delivered,548,3903.71,Debit Card
641,2024-04-09,2024-04-20,Cancelled,588,3682.38,Debit Card
642,2023-12-28,2024-01-04,Delivered,172,224.86,Bank Transfer
643,2024-07-31,2024-08-07,Shipped,645,2392.14,PayPal
644,2024-08-09,2024-08-12,Delivered,829,3700.03,Credit Card
645,2023-10-21,2023-10-31,Shipped,130,2552.7,Bank Transfer
646,2023-09-16,2023-09-21,Pending,288,1412.32,Bank Transfer
647,2023-01-15,2023-01-29,Shipped,619,914.34,PayPal
648,2024-11-05,2024-11-15,Delivered,828,918.23,PayPal
649,2024-05-11,2024-05-16,Pending,883,213.8,Credit Card
650,2023-05-29,2023-06-10,Processing,858,2504.94,Debit Card
651,2024-01-28,2024-02-03,Cancelled,744,3205.99,PayPal
652,2024-08-14,2024-08-28,Delivered,56,3229.19,Credit Card
653,2023-02-23,2023-02-28,Cancelled,409,2407.35,Debit Card
654,2024-06-29,2024-07-05,Cancelled,700,3542.76,Debit Card
655,2023-09-26,2023-10-01,Pending,892,2201.93,Bank Transfer
656,2024-04-04,2024-04-13,Delivered,985,2674.75,Credit Card
657,2023-04-10,2023-04-21,Delivered,980,4228.98,Bank Transfer
658,2023-12-10,2023-12-17,Delivered,822,536.47,Debit Card
659,2024-04-17,2024-04-30,Processing,752,3375.85,PayPal
660,2024-06-16,2024-06-24,Processing,321,2760.68,Credit Card
661,2023-03-11,2023-03-14,Cancelled,101,2650.06,Debit Card
662,2023-12-26,2024-01-01,Delivered,258,1005.74,Credit Card
663,2024-09-26,2024-09-30,Shipped,962,2990.99,PayPal
664,2024-09-05,2024-09-18,Shipped,726,4791.09,Credit Card
665,2024-09-11,2024-09-16,Cancelled,673,3831.1,PayPal
666,2023-04-24,2023-05-08,Processing,260,1508.11,Credit Card
667,2024-10-16,2024-10-26,Delivered,788,2163.57,Bank Transfer
668,2023-09-21,2023-09-26,Shipped,284,3896.67,Debit Card
669,2024-02-02,2024-02-10,Shipped,265,4780.25,Bank Transfer
670,2023-07-02,2023-07-12,Shipped,504,4898.14,PayPal
671,2024-09-16,2024-09-25,Processing,661,2485.68,PayPal
672,2024-07-07,2024-07-16,Processing,629,3234.52,Debit Card
673,2023-09-23,2023-09-27,Shipped,75,398.54,Bank Transfer
674,2024-04-01,2024-04-04,Cancelled,153,3281.68,Credit Card
675,2023-02-08,2023-02-21,Cancelled,273,800.46,Bank Transfer
676,2024-02-05,2024-02-17,Shipped,528,3552.65,Debit Card
677,2024-05-04,2024-05-13,Cancelled,865,3652.45,Credit Card
678,2024-07-07,2024-07-13,Shipped,394,4773.07,Debit Card
679,2023-05-05,2023-05-17,Pending,958,4958.43,Bank Transfer
680,2024-11-29,2024-12-06,Cancelled,57,3179.75,Credit Card
681,2024-01-10,2024-01-21,Delivered,83,4213.85,Bank Transfer
682,2024-10-25,2024-10-31,Processing,568,244.69,Debit Card
683,2024-11-07,2024-11-13,Delivered,713,1981.02,Credit Card
684,2024-10-07,2024-10-21,Delivered,499,470.07,Debit Card
685,2023-07-14,2023-07-19,Shipped,198,175.55,PayPal
686,2024-05-15,2024-05-24,Shipped,812,2725.73,Bank Transfer
687,2024-05-26,2024-06-06,Cancelled,990,4979.38,Credit Card
688,2023-12-14,2023-12-17,Delivered,807,3619.01,Debit Card
689,2023-05-02,2023-05-08,Pending,470,4703.44,PayPal
690,2024-08-16,2024-08-22,Shipped,38,3690.53,Debit Card
691,2024-10-31,2024-11-03,Cancelled,929,4594.19,Credit Card
692,2023-09-06,2023-09-20,Processing,15,902.63,Credit Card
693,2023-11-11,2023-11-15,Cancelled,626,894.91,Credit Card
694,2023-04-19,2023-04-23,Cancelled,610,4005.92,PayPal
695,2023-03-06,2023-03-12,Cancelled,346,4067.03,Debit Card
696,2023-11-29,2023-12-03,Pending,559,729.78,PayPal
697,2023-02-16,2023-02-28,Processing,344,362.95,Bank Transfer
698,2023-05-25,2023-06-03,Processing,714,1881.14,PayPal
699,2024-03-25,2024-03-31,Pending,42,710.19,Debit Card
700,2023-06-11,2023-06-14,Cancelled,83,81.43,PayPal
701,2023-04-02,2023-04-16,Pending,909,1454.47,Debit Card
702,2024-12-09,2024-12-14,Processing,147,3217.14,Debit Card
703,2024-02-26,2024-03-03,Processing,626,3473.78,PayPal
704,2024-05-26,2024-06-07,Shipped,643,4141.09,Bank Transfer
705,2023-12-23,2024-01-01,Shipped,572,1216.41,Credit Card
706,2024-06-26,2024-06-30,Pending,371,4320.52,PayPal
707,2024-04-20,2024-05-03,Processing,284,312.69,Credit Card
708,2023-06-02,2023-06-15,Cancelled,510,922.8,Credit Card
709,2023-02-25,2023-03-10,Delivered,292,1087.47,Bank Transfer
710,2023-12-09,2023-12-21,Cancelled,45,566.88,Credit Card
711,2024-07-04,2024-07-09,Processing,805,193.87,Credit Card
712,2023-03-14,2023-03-20,Cancelled,607,2919.82,Debit Card
713,2023-07-23,2023-08-06,Delivered,236,3905.93,Bank Transfer
714,2023-08-22,2023-08-26,Processing,756,2092.35,PayPal
715,2024-01-20,2024-01-26,Shipped,483,2946.21,Credit Card
716,2024-03-22,2024-03-27,Processing,951,3066.7,PayPal
717,2024-02-01,2024-02-09,Processing,469,3613.12,Bank Transfer
718,2023-10-04,2023-10-10,Delivered,131,208.87,Credit Card
719,2023-10-15,2023-10-20,Shipped,873,2354.39,Debit Card
720,2023-06-25,2023-07-03,Processing,908,1511.05,PayPal
721,2024-10-15,2024-10-27,Processing,592,4852.17,PayPal
722,2023-03-30,2023-04-08,Pending,501,4317.89,PayPal
723,2024-08-28,2024-09-07,Cancelled,286,121.79,Debit Card
724,2023-09-10,2023-09-16,Delivered,445,2918.36,PayPal
725,2024-08-10,2024-08-13,Cancelled,46,248.29,Debit Card
726,2024-05-31,2024-06-03,Cancelled,544,2001.88,Credit Card
727,2024-04-08,2024-04-18,Processing,86,2814.51,Credit Card
728,2024-12-10,2024-12-24,Cancelled,973,1129.13,Bank Transfer
729,2023-10-30,2023-11-05,Shipped,17,2424.93,Bank Transfer
730,2023-06-15,2023-06-29,Cancelled,879,2873.38,Credit Card
731,2024-04-10,2024-04-20,Processing,896,3530.52,PayPal
732,2024-01-15,2024-01-28,Cancelled,721,3185.34,Credit Card
733,2024-01-30,2024-02-13,Delivered,544,211.94,Debit Card
734,2023-10-04,2023-10-18,Pending,556,2897.39,PayPal
735,2024-12-02,2024-12-06,Pending,902,1711.69,Credit Card
736,2024-06-11,2024-06-24,Delivered,910,305.23,Debit Card
737,2024-01-10,2024-01-20,Pending,42,1859.58,PayPal
738,2024-10-25,2024-11-05,Shipped,575,3561.22,PayPal
739,2023-05-22,2023-05-30,Processing,553,612.11,Debit Card
740,2024-08-17,2024-08-31,Processing,772,3737.83,PayPal
741,2023-11-25,2023-12-03,Delivered,516,3417.12,Bank Transfer
742,2023-02-25,2023-03-01,Delivered,354,2289.43,Credit Card
743,2024-04-26,2024-05-10,Pending,695,4135.63,Bank Transfer
744,2024-04-07,2024-04-19,Delivered,820,3382.87,Credit Card
745,2023-07-12,2023-07-22,Shipped,83,1983.88,PayPal
746,2023-10-23,2023-10-27,Shipped,169,1415.92,PayPal
747,2024-05-23,2024-05-28,Processing,534,4762.92,Credit Card
748,2023-10-28,2023-11-06,Pending,955,703.54,Bank Transfer
749,2024-03-06,2024-03-16,Shipped,299,985.85,Credit Card
750,2023-08-26,2023-09-06,Delivered,422,2914.59,Bank Transfer
751,2024-05-12,2024-05-24,Pending,863,2764.92,Debit Card
752,2023-11-08,2023-11-20,Processing,920,3957.27,PayPal
753,2023-09-24,2023-09-30,Cancelled,381,4855.08,Credit Card
754,2023-06-01,2023-06-09,Delivered,467,4783.26,PayPal
755,2024-12-29,2025-01-09,Delivered,187,4867.37,PayPal
756,2023-06-15,2023-06-21,Shipped,43,4969.18,PayPal
757,2024-03-27,2024-04-03,Delivered,189,1065.52,Credit Card
758,2024-11-12,2024-11-20,Delivered,152,1895.93,PayPal
759,2024-06-30,2024-07-07,Shipped,943,173.38,Debit Card
760,2023-05-29,2023-06-08,Delivered,160,71.26,Bank Transfer
761,2024-10-24,2024-11-07,Delivered,486,4485.09,PayPal
762,2024-08-01,2024-08-15,Cancelled,347,3461.28,Debit Card
763,2023-02-11,2023-02-16,Pending,120,1575.01,Debit Card
764,2024-09-24,2024-09-30,Cancelled,366,507.78,Credit Card
765,2024-09-14,2024-09-27,Processing,598,2655.85,Bank Transfer
766,2023-07-20,2023-07-23,Shipped,552,4254.78,Credit Card
767,2024-06-08,2024-06-17,Processing,503,1622.9,Credit Card
768,2024-11-13,2024-11-21,Cancelled,152,3594.02,Debit Card
769,2024-01-14,2024-01-23,Delivered,13,1459.02,Bank Transfer
770,2023-11-12,2023-11-22,Pending,90,1117.69,Debit Card
771,2024-03-01,2024-03-11,Delivered,168,4038.08,Debit Card
772,2024-02-29,2024-03-05,Pending,613,476.09,PayPal
773,2023-11-07,2023-11-17,Pending,344,377.27,Debit Card
774,2023-04-01,2023-04-04,Cancelled,655,4576.33,Debit Card
775,2023-06-29,2023-07-10,Cancelled,728,2861.19,PayPal
776,2023-07-24,2023-07-29,Cancelled,297,2791.64,Credit Card
777,2023-11-06,2023-11-18,Delivered,506,2818.44,Debit Card
778,2023-08-18,2023-08-21,Shipped,158,1350.25,Debit Card
